brw_ord_no,pkg_amt,loan_amt,dep_prov_no,dep_city_no,pkg_typ,in_come,usr_job,schooling,marital_sta,gender,age,target
50620221018095133141594315,159,1600,12,560,01,004,001,006,1,男,34,good
50620221030144349173939795,99,2010,22,838,01,006,003,003,1,女,38,good
50620221009191320106752191,0,1660,22,834,01,002,002,006,1,男,40,good
50620221006150128082967036,0,950,22,825,01,003,001,004,1,男,29,good
50620221013143642122592036,158,1502,09,210,01,002,021,004,1,男,46,good
50620221003091608067878237,128,740,17,715,01,002,006,006,1,男,36,good
50620221009160623106604837,158,1469,09,210,01,003,001,006,1,男,55,good
50620221005115805078749732,148,780,17,711,01,003,008,006,1,男,61,good
50620221025102753162859775,64,1300,22,280,01,005,003,004,1,男,37,good
50620221031131839175720874,0,950,22,834,01,003,001,006,1,女,33,good
50620221026194838165953189,149,3030,22,825,01,002,008,006,1,女,55,good
50620221025133044163069985,168,1630,17,712,01,003,009,003,1,女,54,bad
50620221014193556126210769,110,970,22,816,01,002,003,004,1,男,59,good
50620221017150912139008205,0,750,22,816,01,006,013,002,1,女,31,bad
50620221002160009065656821,0,1200,22,834,01,003,004,003,1,男,42,good
50620221011170835114613356,228,1326,09,210,01,003,,006,1,男,35,good
50620221023165439157566063,72,1404,31,230,01,003,006,005,1,女,46,good
50620221031180834175918862,0,1200,22,832,01,002,006,006,1,女,47,good
50620221003185400070521000,128,740,17,711,01,003,011,004,1,男,38,good
50620221030101228173580828,169,1014,31,230,01,002,001,004,1,男,51,good
50620221002173258065731241,79,507,31,230,01,003,,004,1,女,50,good
50620221013155802122662721,119,2420,22,832,01,004,001,006,1,男,48,good
50620221029144613172068969,0,950,22,834,01,003,001,003,1,男,31,good
50620221025102405162858863,119,2420,22,826,01,003,021,003,1,男,53,good
50620221006113113082625912,299,1780,12,556,01,005,005,004,1,男,43,good
50620221029135641171997830,0,1460,22,833,01,002,008,004,1,女,30,good
50620221026150204165637802,99,2010,22,838,01,003,021,004,1,男,31,good
50620221029112826171905844,110,970,22,834,01,003,003,003,1,女,38,good
50620221002092802064643538,72,1404,31,230,01,003,,004,1,男,33,good
50620221023103756156911725,0,950,22,830,01,004,006,004,1,女,39,good
50620221015142558129241512,90,1756,31,230,01,006,003,004,1,女,30,good
50620221011175038114641891,328,3512,09,210,01,002,009,004,0,女,35,good
50620221019113851145225983,0,750,22,834,01,007,001,001,1,男,31,bad
50620221016084930130906247,158,917,09,210,01,003,,003,1,男,52,good
50620221015180433129470774,139,1200,22,817,01,004,003,003,1,女,37,good
50620221022152023154610521,169,1639,31,230,01,003,017,003,1,女,34,good
50620221002154004065636321,0,950,22,830,01,001,,006,1,女,58,good
50620221029161824172146245,99,2010,22,812,01,003,001,006,1,女,42,good
50620221025153013163137658,139,1346,31,230,01,003,017,003,1,男,43,good
50620221030140731173880133,0,750,22,830,01,002,001,006,1,女,48,good
50620221023203122157696485,198,1930,17,720,01,003,008,004,1,女,60,good
50620221004101949073357864,0,1660,22,281,01,002,003,006,1,女,33,good
50620221027113212168113696,199,1209,31,230,01,004,005,003,1,男,35,good
50620221008193100102466659,0,2150,22,833,01,002,006,004,1,女,28,good
50620221026193240165942706,269,1600,31,230,01,007,006,003,0,男,49,good
50620221027164708168409100,279,2420,22,812,01,003,001,005,1,男,26,good
50620221009122041106180670,228,1273,09,210,01,007,,001,1,男,47,good
50620221029162753172150306,0,1200,22,834,01,001,,006,1,女,58,good
50620221007093101086937269,149,3030,22,826,01,003,010,003,1,女,45,good
50620221013112654122303708,99,2010,22,280,01,004,,006,1,女,48,good
50620221013104559122194935,199,1209,31,230,01,003,007,004,1,女,35,good
50620221024152813160370686,0,1200,22,834,01,003,008,004,0,男,27,good
50620221001180656063266515,0,950,22,280,01,004,015,004,0,男,52,good
50620221010112908110337084,0,1460,22,827,01,004,006,003,1,男,26,good
50620221025104429162874765,0,750,22,280,01,002,,004,1,男,46,good
50620221027162057168391568,139,878,31,230,01,002,,006,1,男,42,good
50620221031172618175895481,119,2420,22,826,01,004,007,006,1,男,48,good
50620221005111740078555350,199,950,27,930,01,003,018,004,1,男,54,good
50620221031115213175517869,64,1300,22,816,01,004,001,002,1,男,57,good
50620221030102110173606413,169,1639,31,230,01,002,005,004,1,男,34,good
50620221016175215132701131,199,1209,31,230,01,007,001,001,1,女,52,good
50620221002154956065653463,119,2420,22,816,01,003,009,004,1,女,38,good
50620221009183118106729004,99,2010,22,825,01,002,021,004,1,男,44,good
50620221028140600170218724,0,750,22,834,01,003,006,004,1,男,28,good
50620221004093818072752174,0,750,22,280,01,004,003,004,1,男,49,good
50620221025164708163218804,90,770,22,834,01,001,021,004,1,女,31,good
50620221023111749157225288,0,1200,22,825,01,004,003,003,1,男,36,good
50620221016153251132539663,0,1200,22,834,01,002,003,006,1,男,48,good
50620221003153635070377060,158,917,09,210,01,003,003,004,1,男,35,good
50620221009134540106341804,99,2010,22,813,01,003,001,004,1,男,60,good
50620221026152414165681906,74,480,22,818,01,003,007,006,1,男,44,good
50620221026175951165840507,79,1600,22,830,01,004,015,002,1,男,58,good
50620221016111317132136231,0,1200,22,834,01,003,001,006,1,男,47,good
50620221009145531106476368,0,950,22,834,01,003,001,006,1,男,28,good
50620221022125830154475171,69,1420,10,514,01,003,003,006,1,女,52,good
50620221002171351065708409,0,1460,22,830,01,003,006,006,1,女,49,good
50620221024162505160456536,0,950,22,831,01,002,008,006,1,女,32,good
50620221001191702063333194,128,740,17,715,01,002,004,006,1,男,40,good
50620221019155617145511074,0,1660,22,840,01,003,003,003,1,男,51,good
50620221030122830173698805,72,1404,31,230,01,003,015,006,1,男,50,good
50620221012150859118919075,0,750,22,834,01,003,002,006,1,男,30,good
50620221011104535113897871,110,970,22,817,01,004,008,004,1,男,52,good
50620221018182621142536589,99,2010,22,838,01,004,,003,1,男,49,good
50620221017170146139123868,0,950,22,834,01,003,004,003,1,男,48,good
50620221018142250142238229,158,1469,09,210,01,003,,006,1,男,30,good
50620221026102403165125495,0,1460,22,834,01,003,001,004,1,男,42,good
50620221029164109172151339,79,1600,22,281,01,002,001,004,1,女,37,good
50620221030190900174170088,72,1404,31,230,01,003,006,006,1,女,50,good
50620221012143221118792629,199,1180,12,550,01,003,009,004,1,女,47,good
50620221021152635151603654,0,750,22,834,01,004,001,005,1,女,29,good
50620221002132733065519346,0,750,22,831,01,004,003,004,1,女,42,good
50620221013110931122300113,0,750,22,831,01,004,001,006,1,女,43,good
50620221007103655088114664,0,1200,22,839,01,004,005,004,1,女,51,good
50620221013084555120723097,99,2010,22,838,01,001,,006,1,女,61,good
50620221012134815118717126,0,1417,16,393,01,003,003,005,1,男,44,good
50620221030200418174196926,68,956,31,230,01,002,003,006,1,女,42,good
50620221030182223174138294,166,1460,22,812,01,004,008,004,1,女,30,good
50620221002121912065278600,188,1092,09,210,01,004,,004,1,男,53,good
50620221028161524170323124,0,950,22,825,01,003,006,003,1,女,56,good
50620221009144531106468643,158,1502,09,210,01,003,009,005,1,男,45,good
50620221009135213106347338,139,1200,22,827,01,003,006,003,1,男,40,good
50620221002162502065680831,0,1660,22,834,01,006,001,006,1,女,24,good
50620221029120157171925586,169,1639,31,230,01,003,003,006,1,男,47,good
50620221027100833167954285,199,1209,31,230,01,005,003,004,1,男,50,good
50620221004092818072587107,108,624,09,210,01,003,,006,1,女,51,good
50620221009100953105535410,98,540,17,715,01,002,009,006,1,男,48,bad
50620221026172339165800700,99,2010,22,280,01,003,021,004,1,女,32,good
50620221027201521168602612,149,3030,22,830,01,004,006,004,1,男,37,good
50620221011201717114754152,79,1600,22,817,01,001,008,006,1,男,33,good
50620221005130322079238216,0,750,22,825,01,004,007,006,1,男,58,good
50620221004161659075238566,0,1200,22,830,01,004,,006,1,女,47,good
50620221002170542065706175,159,940,12,550,01,003,005,006,1,男,39,good
50620221007095453087404130,158,1502,09,210,01,005,,006,1,男,48,good
50620221010101551109546867,79,1600,22,816,01,002,,005,1,男,57,good
50620221016095438131656049,90,1756,31,230,01,004,001,003,1,男,42,bad
50620221004161045075226859,199,1400,12,560,01,003,008,006,1,女,30,good
50620221031163500175850651,119,2420,22,833,01,002,021,005,1,女,51,good
50620221013162915122694024,72,1404,31,230,01,004,006,003,1,男,41,good
50620221001170730063217972,209,1810,22,827,01,003,006,003,1,男,43,good
50620221027105653168084658,0,1200,22,834,01,003,001,003,1,男,46,good
50620221026152529165681581,148,1440,17,712,01,007,001,006,1,女,40,good
50620221011172221114627720,169,1639,31,230,01,005,006,003,0,男,27,good
50620221026111207165237604,149,3000,22,816,01,003,009,006,0,男,31,bad
50620221008132316102140776,0,1200,22,834,01,002,,006,1,女,34,good
50620221002131832065499435,0,950,22,836,01,007,,006,1,男,30,good
50620221003202051070577340,80,1560,20,771,01,003,021,004,0,男,26,good
50620221030121905173697261,99,2010,22,816,01,004,008,003,1,女,43,good
50620221004132845074932695,88,507,09,210,01,004,004,004,1,男,55,good
50620221024175426160558620,0,750,22,834,01,002,001,006,1,男,48,good
50620221024180238160565880,148,780,17,715,01,003,009,004,1,男,53,good
50620221007171723094460193,0,750,22,834,01,002,006,004,1,女,26,good
50620221029141629172043313,0,950,22,834,01,002,,006,1,男,51,good
50620221005184603079713088,0,950,22,834,01,004,001,003,1,男,60,good
50620221026115653165446341,179,1200,22,818,01,005,008,005,0,男,38,good
50620221031175721175916833,68,956,31,230,01,004,007,004,1,男,56,good
50620221027111423168104053,0,950,22,834,01,003,008,005,1,女,37,good
50620221024142900160289926,0,1660,22,834,01,005,006,004,1,女,30,good
50620221031141444175726287,110,970,22,826,01,004,003,003,1,女,50,good
50620221030180727174137168,119,2420,22,838,01,002,001,003,1,男,31,good
50620221006111634082573720,199,1209,31,230,01,002,021,006,1,男,56,good
50620221016143943132517043,199,950,27,931,01,003,003,006,1,女,55,good
50620221007144855092120851,0,1660,22,818,01,003,004,002,1,男,52,good
50620221016121144132237446,0,1460,22,818,01,003,004,003,1,男,48,good
50620221024173455160519843,139,760,31,230,01,004,006,003,1,女,31,good
50620221017100627135239650,0,750,22,834,01,002,002,006,1,男,32,good
50620221005133718079391446,149,3000,22,817,01,004,010,004,0,男,26,bad
50620221009121556106180558,72,1404,31,230,01,003,002,003,1,男,46,good
50620221028093900169858207,99,2010,22,280,01,004,001,003,1,男,46,good
50620221007194222096644671,0,1460,22,280,01,003,003,004,1,女,35,good
50620221026152216165679191,199,1931,31,230,01,006,003,003,1,男,34,good
50620221022151237154592012,0,950,22,834,01,002,006,006,0,男,29,good
50620221014145123125873185,99,2010,22,816,01,003,006,004,1,男,53,good
50620221017105800136102513,0,1200,22,831,01,003,004,003,1,男,57,good
50620221023135620157348943,0,950,22,834,01,003,004,003,1,男,34,good
50620221010200945111280186,69,1420,10,511,01,003,003,005,1,男,47,good
50620221012102610117576379,79,1600,22,830,01,003,019,006,1,男,49,good
50620221017182926139185156,267,2050,22,817,01,003,018,005,1,女,28,bad
50620221011175309114645763,199,1209,31,230,01,004,006,004,1,男,54,good
50620220930113906060908158,128,1240,17,721,01,006,001,004,1,男,41,good
50620221018195720142598369,49,990,22,835,01,003,001,004,1,男,27,good
50620221027172108168451887,199,1209,31,230,01,002,012,006,1,男,43,good
50620221025113127162910708,0,950,22,834,01,003,001,004,1,男,46,good
50620221031100016175398714,0,950,22,825,01,006,017,005,1,男,23,good
50620221019171412145559060,98,540,17,710,01,004,001,006,1,男,40,good
50620221014125939125764619,0,750,22,830,01,003,001,006,1,男,47,good
50620221002100058064910608,198,1130,17,715,01,002,,005,1,女,43,good
50620221017142330138712349,0,1200,22,834,01,002,021,006,1,男,48,good
50620221013152508122637447,0,950,22,818,01,002,001,006,1,女,57,good
50620221024115757160053551,0,1460,22,834,01,002,002,006,1,男,46,good
50620221019110837145049487,0,1460,22,833,01,003,006,006,1,男,60,good
50620221027115057168115484,0,750,22,834,01,002,006,005,1,女,48,good
50620221029110231171864696,129,1300,12,560,01,003,006,006,1,女,52,good
50620221001122128062852296,0,750,22,818,01,004,003,003,1,男,45,good
50620221030192444174170662,128,1240,17,716,01,007,001,003,1,男,58,good
50620221024151958160369310,0,750,22,816,01,002,021,006,1,男,46,good
50620221010151404111033131,128,741,09,210,01,002,,006,1,女,38,good
50620221017135526138599963,64,1300,22,816,01,003,001,006,1,男,51,good
50620221013175512122772985,128,1240,17,712,01,003,017,003,1,男,32,good
50620221013094525121727480,0,1200,22,818,01,005,015,004,0,男,28,good
50620221021102402151014891,64,1300,22,838,01,004,006,004,1,男,53,good
50620221016142103132461778,0,750,22,832,01,003,006,003,1,女,39,good
50620221017102203135531786,118,1092,09,210,01,005,003,003,1,男,61,good
50620221015095755128460107,118,1092,09,210,01,003,006,003,1,男,34,good
50620221017173537139147998,199,1209,31,230,01,002,016,003,1,男,58,good
50620221013111959122303897,0,950,22,830,01,003,003,006,0,男,32,good
50620221003085638067575361,118,1092,09,210,01,003,,004,1,男,52,good
50620221007130257090419866,199,1209,31,230,01,004,004,004,1,男,40,good
50620221002121505065278871,79,1600,22,817,01,002,004,004,1,男,51,good
50620221025090341162113475,119,790,22,818,01,003,021,004,1,男,56,good
50620221009160806106605125,119,2420,22,830,01,005,006,005,1,男,50,good
50620221006191720083244673,129,760,12,550,01,004,006,006,1,男,35,good
50620221006160352083088055,50,970,20,775,01,002,006,006,1,女,39,bad
50620221012161007118988738,119,2420,22,817,01,004,006,006,1,男,57,good
50620221001171843063222995,0,1200,22,834,01,002,006,006,1,女,26,good
50620221001093523062481961,158,1502,09,210,01,003,,003,1,男,56,good
50620221012135421118729363,269,1600,31,230,01,005,003,003,1,男,26,bad
50620221031135250175723567,49,990,22,835,01,003,004,004,1,男,45,good
50620221031145251175748966,139,1200,22,834,01,002,021,006,0,男,28,good
50620221017164301139085371,0,950,22,834,01,004,001,005,1,男,49,good
50620221008165522102348423,0,950,22,818,01,005,003,003,1,男,53,good
50620221020153255148615680,0,950,22,825,01,003,006,005,1,女,57,good
50620221001181523063267318,0,950,22,834,01,004,,006,1,男,43,good
50620221008161946102323273,0,1200,22,831,01,003,001,004,1,女,32,good
50620221030182252174139789,0,950,22,812,01,003,008,004,1,女,31,good
50620221012094648116974400,99,2010,22,838,01,004,006,006,1,男,55,good
50620221025115234162919072,169,1014,31,230,01,007,003,003,1,女,39,good
50620221003122314069969069,0,950,22,818,01,005,003,003,1,男,31,good
50620221008132916102159860,158,1469,09,210,01,004,003,006,1,女,45,good
50620221001171229063217569,199,1209,31,230,01,005,003,003,1,男,53,good
50620221019170643145558253,48,270,27,934,01,004,001,006,1,女,35,good
50620221010151131111028097,225,1480,22,818,01,004,006,004,1,女,35,good
50620221004152912075182775,169,1014,31,230,01,004,007,005,1,男,48,good
50620221012110353118123540,118,1092,09,210,01,003,,004,1,男,58,good
50620221023094153156728979,0,1200,22,832,01,002,021,006,1,女,50,good
50620221012115734118399776,0,950,22,816,01,001,,006,1,男,53,bad
50620221029125742171963793,171,1360,22,833,01,003,003,006,1,男,38,good
50620221010165856111140276,74,480,22,818,01,002,001,006,1,女,61,good
50620221009105319105788510,70,560,22,829,01,003,001,006,1,女,37,good
50620221025095752162748603,199,1209,31,230,01,006,005,004,1,男,59,good
50620221015174639129448171,119,1010,10,512,01,004,003,005,1,男,36,good
50620221013144028122591682,0,1660,22,830,01,004,001,004,1,男,52,good
50620221013095937121855254,99,2010,22,825,01,004,007,003,0,男,45,good
50620221002154920065651597,0,1200,22,832,01,002,,005,1,男,36,good
50620221009181143106715687,79,1600,22,816,01,003,006,005,1,女,54,good
50620221014201358126234018,229,1320,17,713,01,005,001,004,1,男,51,good
50620221021173709151724288,0,750,22,834,01,003,002,006,1,女,28,good
50620221025154716163159538,0,1460,22,280,01,007,001,001,1,男,38,good
50620221016100034131658214,158,1469,09,210,01,007,003,003,1,男,40,good
50620221005114615078744140,269,1560,17,713,01,003,006,003,1,男,56,good
50620221006142356082890561,208,1959,09,210,01,006,003,003,1,女,34,good
50620221020173714148756981,399,2380,12,558,01,003,008,004,1,男,31,good
50620221022141423154529787,0,950,22,834,01,002,006,006,1,女,54,good
50620221008134035102189302,199,1209,31,230,01,004,003,004,1,男,50,good
50620221027144520168310166,149,3000,22,816,01,004,003,005,0,男,37,bad
50620221026105435165211621,169,1014,31,230,01,002,,004,1,男,34,good
50620221023144852157461415,199,1209,31,230,01,004,006,003,1,女,35,good
50620221019114602145262745,64,1300,22,838,01,003,006,003,1,女,35,good
50620221017141124138708724,0,950,22,830,01,006,008,005,1,男,49,good
50620221022093746153779848,0,750,22,830,01,003,001,006,1,男,49,good
50620221026171259165780250,0,1460,22,825,01,003,007,003,1,男,30,good
50620221002194729065809886,0,950,22,280,01,005,008,004,1,男,42,good
50620221020100731147812013,0,750,22,830,01,001,,006,1,男,51,good
50620221001102829062587777,128,741,09,210,01,003,006,006,1,女,53,good
50620221017125941137998072,0,950,22,834,01,002,001,006,1,男,51,good
50620221006155944083087900,72,1404,31,230,01,004,005,004,1,男,48,good
50620221019175913145589733,99,2010,22,281,01,005,003,003,1,男,32,good
50620221007111359088673473,349,3000,22,827,01,003,008,003,1,女,47,good
50620221026134242165544716,0,950,22,825,01,003,009,005,1,男,56,good
50620221027144151168303722,0,950,22,830,01,002,008,005,1,女,30,good
50620221003152951070376083,0,1200,22,834,01,003,006,004,1,男,51,good
50620221029174541172202710,0,1660,22,825,01,007,002,003,1,男,33,good
50620221002121919065278603,0,1460,22,839,01,002,005,004,1,女,40,good
50620221016172726132685736,169,1014,31,230,01,004,003,004,1,男,42,good
50620221020172447148752130,0,750,22,834,01,001,,006,1,女,29,good
50620221023094736156730265,269,1600,31,230,01,003,003,005,1,女,49,good
50620221009102801105603038,0,750,22,818,01,003,019,004,1,女,60,good
50620221017163910139084553,0,750,22,280,01,004,016,003,1,男,54,good
50620221009132023106267358,0,950,22,280,01,002,006,004,0,女,24,good
50620221005104530078289425,148,1440,17,712,01,004,005,005,1,男,57,good
50620221018154631142368504,0,950,22,839,01,003,008,004,1,男,35,good
50620221026114737165402353,0,950,22,832,01,007,019,004,1,女,52,good
50620221004091950072445295,88,507,09,210,01,003,,004,1,男,49,good
50620221023174148157590532,0,950,22,835,01,005,,003,0,男,27,bad
50620221002154706065648118,128,741,09,210,01,007,003,003,1,女,44,good
50620221008174554102394599,0,1460,22,827,01,004,012,003,1,女,35,good
50620221020114114148284004,269,1600,31,230,01,003,003,004,1,男,41,good
50620221017162215139081791,0,750,22,830,01,002,015,006,1,女,56,good
50620221013163843122706001,96,650,22,826,01,003,005,003,1,男,61,good
50620221022175214154754115,169,1014,31,230,01,003,006,006,1,男,35,good
50620221031102655175432635,179,1200,22,818,01,002,021,006,1,男,54,good
50620221027170647168440512,79,1600,22,825,01,002,001,006,1,男,45,good
50620221003103028068926194,68,663,31,230,01,003,010,003,1,男,28,good
50620221031170539175873662,99,2010,22,816,01,003,004,004,1,女,37,good
50620221031102939175432281,64,1300,22,280,01,002,006,006,1,女,33,good
50620221018143217142238526,169,1639,31,230,01,001,,006,1,女,37,good
50620220930111206060904806,139,1200,22,834,01,003,021,006,1,男,41,good
50620221022092559153768493,119,2420,22,838,01,003,008,005,1,男,38,good
50620221008170133102350259,0,950,22,834,01,001,001,006,1,女,54,good
50620221021111309151228789,0,1460,22,816,01,003,001,004,1,男,24,good
50620221014163620126002701,0,1460,22,834,01,002,006,006,1,女,44,good
50620221011110616113979896,298,2900,17,712,01,003,005,003,1,男,40,good
50620221011152648114524582,199,1209,31,230,01,005,001,003,1,男,49,good
50620221025163255163200829,0,710,15,531,01,002,021,006,1,男,46,good
50620221022181555154768951,99,2010,22,816,01,004,006,004,1,男,34,good
50620221022140138154529521,99,2010,22,832,01,002,014,006,1,女,36,good
50620221005110011078515212,98,540,17,715,01,002,003,006,1,男,48,good
50620221019093226144714009,0,750,22,280,01,003,006,004,1,女,36,good
50620221010110238110220089,98,950,17,716,01,007,001,003,1,男,31,good
50620221010181939111187345,158,917,09,210,01,003,001,004,1,女,45,good
50620221029164925172162430,0,2400,22,839,01,002,001,004,0,男,31,good
50620221002113034065244918,199,1209,31,230,01,002,003,004,1,女,37,good
50620220930104008060766383,88,507,09,210,01,003,021,006,1,男,52,good
50620221029180338172223148,79,1600,22,280,01,004,008,005,1,女,51,good
50620221003144818070230256,0,950,22,831,01,001,003,006,1,女,60,good
50620221030110929173664326,0,950,22,818,01,005,003,003,1,女,29,good
50620221004195936075391704,0,750,22,830,01,003,006,004,1,女,54,good
50620221018105805141769956,149,3030,22,826,01,003,001,004,1,男,34,good
50620221015162420129337817,139,1200,22,817,01,005,003,003,1,男,33,good
50620221018115527141917879,199,1209,31,230,01,004,006,002,1,男,35,good
50620221014173410126091766,169,1420,10,512,01,003,003,006,1,男,35,bad
50620221031151536175785827,0,750,22,840,01,007,003,003,1,女,37,good
50620221003144611070229339,128,1240,17,712,01,003,006,003,1,女,41,good
50620221017113104136619999,169,1014,31,230,01,002,,006,1,女,49,good
50620221003152203070375594,68,507,31,230,01,002,006,006,1,女,37,good
50620221006174228083159667,199,1209,31,230,01,003,004,004,1,男,41,good
50620221017143353138760347,0,950,22,834,01,003,001,006,1,男,34,good
50620221011192423114718534,64,1300,22,816,01,002,003,006,1,男,26,good
50620221012134416118708208,72,1404,31,230,01,004,006,003,1,男,38,good
50620221023173408157589391,139,760,31,230,01,002,006,006,1,女,26,good
50620221022211720154899687,168,1630,17,715,01,002,008,006,1,女,61,good
50620221027132414168218715,128,1240,17,712,01,004,001,005,1,男,56,good
50620221031161955175848692,119,2420,22,817,01,007,006,004,1,男,32,good
50620221013151218122627237,79,1600,22,816,01,003,,005,1,男,57,good
50620221015163407129340425,0,1570,13,598,01,003,008,004,1,女,40,good
50620221020164419148661926,79,760,31,230,01,005,006,003,1,男,28,good
50620221010155446111073796,99,2010,22,830,01,003,006,004,1,男,37,good
50620221031135551175724533,72,1404,31,230,01,003,001,004,1,女,45,good
50620221031140334175725601,110,970,22,834,01,004,001,006,1,女,39,good
50620221023164228157544866,0,950,22,834,01,002,,006,1,男,35,good
50620221009103555105701052,269,1600,31,230,01,003,008,006,1,男,52,bad
50620221017161042139059657,0,950,22,834,01,002,002,006,1,男,43,good
50620221024102158159718814,128,1240,17,712,01,003,006,004,1,男,35,good
50620221004145546075028236,0,950,22,840,01,004,006,004,1,男,43,good
50620221028181430170439705,128,1240,17,712,01,004,006,004,1,男,62,good
50620221006121229082791270,99,2010,22,838,01,003,003,005,1,女,49,good
50620221015105830128813372,0,950,22,818,01,004,006,003,1,男,60,good
50620221017123245137571148,169,3000,22,817,01,004,003,005,1,男,48,good
50620221024105823159871621,90,1756,31,230,01,005,021,004,1,男,47,good
50620221029114825171907624,0,1200,22,834,01,003,007,004,1,女,45,good
50620221017133529138506415,0,1200,22,816,01,004,012,003,1,男,35,good
50620221009173814106691485,0,950,22,834,01,002,021,006,1,男,50,good
50620221008155315102299498,58,309,09,210,01,003,003,006,1,男,44,good
50620221031095952175399308,199,1209,31,230,01,003,001,003,1,男,29,good
50620221022114825154303848,169,1014,31,230,01,003,006,005,1,男,48,good
50620221012140801118758692,166,1460,22,816,01,002,018,006,1,女,49,good
50620221028172625170416210,188,1092,09,210,01,004,003,003,1,男,34,good
50620221013165706122733740,129,780,17,718,01,004,006,005,1,男,39,good
50620221025105004162876225,0,950,22,834,01,004,008,004,1,男,46,good
50620221022103236153905497,199,3000,22,816,01,007,001,003,1,男,37,good
50620221004164002075250047,79,1600,22,280,01,001,,006,1,男,40,good
50620221012171943119039798,110,970,22,829,01,004,017,004,1,女,37,good
50620221012122240118471384,96,650,22,818,01,003,002,005,1,男,51,good
50620221023112418157252541,129,760,12,550,01,004,021,006,1,女,45,good
50620221015153926129290621,158,1469,09,210,01,003,,005,1,男,60,good
50620221012191308119235875,99,2010,22,816,01,004,001,003,0,男,28,good
50620221023110449157123529,0,750,22,830,01,005,005,003,1,男,34,good
50620221017111913136440613,158,1502,09,210,01,005,003,004,1,男,47,good
50620221016105733132031606,169,1014,31,230,01,003,,002,1,男,50,good
50620221027113107168107926,72,1404,31,230,01,004,005,002,1,男,46,good
50620221014110443125344192,129,1300,12,560,01,004,021,004,1,女,42,good
50620221031160337175824410,0,750,22,818,01,004,005,004,1,男,41,good
50620221028155957170321450,269,1600,31,230,01,003,001,005,1,女,44,good
50620221008164407102331035,69,1420,10,511,01,003,021,003,0,女,32,good
50620221014151538125918900,0,1200,22,833,01,004,006,003,1,女,31,good
50620221021105605151119154,0,950,22,834,01,002,006,006,1,男,51,good
50620221031132054175721209,119,1100,18,738,01,002,,006,1,女,35,good
50620221031152449175790005,0,950,22,834,01,003,006,004,1,男,53,good
50620221020173005148756436,0,1460,22,834,01,003,001,006,1,男,39,good
50620221031190215175959782,79,1600,22,838,01,002,,005,0,男,29,good
50620221010141447110963791,208,2009,09,210,01,007,,004,1,男,46,good
50620221006161920083105569,168,1630,17,716,01,003,006,006,1,男,50,good
50620221031151122175783727,0,750,22,834,01,003,001,004,1,男,32,good
50620221020103844148027198,199,1209,31,230,01,003,002,004,1,男,37,good
50620221006112644082619498,149,3000,22,817,01,005,005,003,1,女,30,bad
50620221002125038065396473,139,1200,22,834,01,003,016,004,1,女,41,good
50620221003153604070376343,118,1092,09,210,01,004,007,006,1,女,33,bad
50620221029124303171963166,0,1200,22,816,01,004,,001,1,女,45,good
50620221020150733148591707,79,1600,22,812,01,002,021,006,1,女,55,good
50620221031123235175657529,72,1404,31,230,01,004,006,004,1,男,35,good
50620221027144523168310169,139,760,31,230,01,003,005,006,1,男,29,good
50620221003163705070427589,58,329,09,210,01,006,005,004,1,男,52,good
50620221014133306125794733,199,1209,31,230,01,003,003,004,1,女,42,good
50620221008153318102276575,158,917,09,210,01,004,003,006,1,女,50,good
50620221004102547073360469,0,950,22,834,01,003,001,001,0,男,34,good
50620221030193107174180787,169,1600,18,733,01,004,001,006,0,男,48,good
50620221002140458065557405,199,1209,31,230,01,003,003,004,1,男,30,good
50620221010115836110557337,128,740,17,712,01,004,021,003,1,男,62,good
50620221008130910102099991,158,1502,09,210,01,004,,004,1,男,54,good
50620221007142517091749743,0,950,22,834,01,002,001,005,1,女,31,good
50620221016154058132548103,199,1209,31,230,01,005,006,004,1,男,33,good
50620221029180557172222882,0,750,22,839,01,003,006,006,1,女,52,bad
50620221023155022157520479,199,950,27,930,01,005,014,003,1,男,46,good
50620221025103025162860607,0,950,22,832,01,003,005,006,1,男,55,good
50620221008181654102416665,68,409,31,230,01,007,006,006,1,女,60,good
50620221014145518125873622,199,1209,31,230,01,002,006,004,1,男,45,good
50620221028151814170278770,110,970,22,812,01,003,001,006,1,女,51,good
50620221011135903114425531,118,1092,09,210,01,007,003,003,1,女,50,good
50620221013142520122590960,0,950,22,281,01,001,001,006,1,女,53,good
50620221007160432093306516,0,750,22,830,01,003,,005,1,女,35,good
50620221023111552157216021,26,507,31,230,01,002,005,005,1,男,51,good
50620221010151619111036483,74,480,22,818,01,001,001,006,1,男,48,good
50620221001115533062817843,199,1209,31,230,01,003,001,003,1,男,44,good
50620221001084953062239868,99,2010,22,826,01,003,015,003,1,女,38,good
50620221002124139065356241,0,607,16,377,01,004,009,006,1,男,52,good
50620221014173319126091738,139,1200,22,827,01,004,006,003,1,男,32,good
50620221014120514125666857,0,2150,22,818,01,006,005,003,1,男,49,good
50620221009161815106614921,199,1209,31,230,01,002,,006,1,男,30,good
50620221023094543156729615,269,1600,31,230,01,002,007,006,1,男,52,good
50620221008115227102031685,118,1092,09,210,01,002,,003,1,男,53,good
50620221006101728081975304,99,2010,22,816,01,002,003,004,1,男,46,good
50620221020204708148888962,0,1200,22,834,01,001,001,006,1,男,39,good
50620221005092438077104937,128,1240,17,712,01,006,002,003,1,男,37,good
50620221028144951170242146,0,950,22,831,01,003,004,003,1,男,42,good
